,Unnamed: 0,index,Short_ticker,Name,Ticker,Date,Event Type,Adjusted Trading Date,trade_entry,trade_exit,stock_price_entry,stock_price_exit,year_entry,year_exit,straddle_entry_mid,straddle_exit_mid,straddle_pnl,straddle_entry_vol,straddle_entry_bid,straddle_entry_offer,straddle_entry_gamma,straddle_entry_vega,straddle_entry_theta,straddle_entry_delta,straddle_entry_strike,IV_25c,IV_25p,IV_10c,IV_10p,IV_50c,skew_25,skew_25_decile,kurt_25,kurt_25_decile
4526,4526,1387,COO,Cooper Cos Inc/The,COO US,2018-06-07 16:15:00,ER,2018-06-08 00:00:00+00:00,2018-06-07,2018-06-08,226.5,232.21001,2018,2018,,2.8625,,,,,,,,,,,,,,,,,,
4527,4527,2079,COO,Cooper Cos Inc/The,COO US,2018-08-30 16:15:00,ER,2018-08-31 00:00:00+00:00,2018-08-30,2018-08-31,263.69,255.78,2018,2018,,,,,,,,,,,,,,,,,,,,
4528,4528,2812,COO,Cooper Cos Inc/The,COO US,2018-12-06 16:15:00,ER,2018-12-07 00:00:00+00:00,2018-12-06,2018-12-07,277.03,243.00999,2018,2018,,,,,,,,,,,,,,,,,,,,
4529,4529,3474,COO,Cooper Cos Inc/The,COO US,2019-03-05 16:15:00,ER,2019-03-06 00:00:00+00:00,2019-03-05,2019-03-06,290.22,282.76001,2019,2019,,,,,,,,,,,,,,,,,,,,
4530,4530,4989,COO,Cooper Cos Inc/The,COO US,2019-05-30 16:15:00,ER,2019-05-31 00:00:00+00:00,2019-05-30,2019-05-31,286.44,297.79001,2019,2019,,,,,,,,,,,,,,,,,,,,
4531,4531,4993,COO,Cooper Cos Inc/The,COO US,2019-05-30 16:15:00,ER,2019-05-31 00:00:00+00:00,2019-05-30,2019-05-31,286.44,297.79001,2019,2019,,,,,,,,,,,,,,,,,,,,
4532,4532,6051,COO,Cooper Cos Inc/The,COO US,2019-08-29 16:15:00,ER,2019-08-30 00:00:00+00:00,2019-08-29,2019-08-30,328.59,309.75,2019,2019,,,,,,,,,,,,,,,,,,,,
4533,4533,6814,COO,Cooper Cos Inc/The,COO US,2019-12-05 16:15:00,ER,2019-12-06 00:00:00+00:00,2019-12-05,2019-12-06,312.85999,307.19,2019,2019,,,,,,,,,,,,,,,,,,,,
4534,4534,7520,COO,Cooper Cos Inc/The,COO US,2020-03-05 16:15:00,ER,2020-03-06 00:00:00+00:00,2020-03-05,2020-03-06,325.26999,333.81,2020,2020,,,,,,,,,,,,,,,,,,,,
4535,4535,8329,COO,Cooper Cos Inc/The,COO US,2020-06-04 16:15:00,ER,2020-06-05 00:00:00+00:00,2020-06-04,2020-06-05,313.85999,318.54001,2020,2020,,,,,,,,,,,,,,,,,,,,
4536,4536,9102,COO,Cooper Cos Inc/The,COO US,2020-09-03 16:15:00,ER,2020-09-04 00:00:00+00:00,2020-09-03,2020-09-04,306.81,323.48999,2020,2020,,,,,,,,,,,,,,,,,,,,
4537,4537,9894,COO,Cooper Cos Inc/The,COO US,2020-12-03 16:15:00,ER,2020-12-04 00:00:00+00:00,2020-12-03,2020-12-04,337.98001,345.70999,2020,2020,,,,,,,,,,,,,,,,,,,,
4538,4538,10331,COO,Cooper Cos Inc/The,COO US,2021-06-03 16:15:00,ER,2021-06-04 00:00:00+00:00,2021-06-03,2021-06-04,384.09,381.95999,2021,2021,,,,,,,,,,,,,,,,,,,,
4539,4539,11187,COO,Cooper Cos Inc/The,COO US,2021-09-02 16:15:00,ER,2021-09-03 00:00:00+00:00,2021-09-02,2021-09-03,450.37,455.92001,2021,2021,,,,,,,,,,,,,,,,,,,,
4540,4540,12043,COO,Cooper Cos Inc/The,COO US,2021-12-02 16:15:00,ER,2021-12-03 00:00:00+00:00,2021-12-02,2021-12-03,377.95001,391.56,2021,2021,,,,,,,,,,,,,,,,,,,,
4541,4541,12847,COO,Cooper Cos Inc/The,COO US,2022-03-03 16:15:00,ER,2022-03-04 00:00:00+00:00,2022-03-03,2022-03-04,417.14001,424.54001,2022,2022,,,,,,,,,,,,,,,,,,,,
4542,4542,13796,COO,Cooper Cos Inc/The,COO US,2022-06-02 16:15:00,ER,2022-06-03 00:00:00+00:00,2022-06-02,2022-06-03,352.81,342.26999,2022,2022,,,,,,,,,,,,,,,,,,,,
4543,4543,14659,COO,Cooper Cos Inc/The,COO US,2022-08-31 16:15:00,ER,2022-09-01 00:00:00+00:00,2022-08-31,2022-09-01,287.44,300.12,2022,2022,,,,,,,,,,,,,,,,,,,,
4544,4544,15525,COO,Cooper Cos Inc/The,COO US,2022-12-08 16:15:00,ER,2022-12-09 00:00:00+00:00,2022-12-08,2022-12-09,319.42999,309.47,2022,2022,,7.3500000000000005,,,,,,,,,,,,,,,,,,
4545,4545,16308,COO,Cooper Cos Inc/The,COO US,2023-03-02 16:15:00,ER,2023-03-03 00:00:00+00:00,2023-03-02,2023-03-03,327.85999,351.81,2023,2023,,,,,,,,,,,,,,,,,,,,
4546,4546,17261,COO,Cooper Cos Inc/The,COO US,2023-06-01 16:15:00,ER,2023-06-02 00:00:00+00:00,2023-06-01,2023-06-02,374.19,356.47,2023,2023,,,,,,,,,,,,,,,,,,,,
4547,4547,18127,COO,Cooper Cos Inc/The,COO US,2023-08-30 16:15:00,ER,2023-08-31 00:00:00+00:00,2023-08-30,2023-08-31,380.85999,369.98999,2023,2023,,,,,,,,,,,,,,,,,,,,
4548,4548,19053,COO,Cooper Cos Inc/The,COO US,2023-12-07 16:15:00,ER,2023-12-08 00:00:00+00:00,2023-12-07,2023-12-08,344.95001,335.0,2023,2023,,,,,,,,,,,,,,,,,,,,
4549,4549,19828,COO,Cooper Cos Inc/The,COO US,2024-02-29 16:15:00,ER,2024-03-01 00:00:00+00:00,2024-02-29,2024-03-01,,,2024,2024,,,,,,,,,,,,,,,,,,,,
4550,4550,205,COP,ConocoPhillips,COP US,2018-02-01 07:00:00,ER,2018-01-31 00:00:00+00:00,2018-01-31,2018-02-01,58.81,59.35,2018,2018,0.7925,0.355,552.0504731861199,,,,,,,,,0.486222,0.433816,,0.573845,0.491208,0.4745268945131188,"(0.263, 11.769]",-3.3496262670803416,"(-27.842000000000002, -3.017]"
4551,4551,924,COP,ConocoPhillips,COP US,2018-04-26 08:11:00,ER,2018-04-25 00:00:00+00:00,2018-04-25,2018-04-26,65.06,66.97,2018,2018,0.9175,1.0225,-114.44141689373296,,,,,,,,,0.488895,0.470461,0.496378,0.492348,0.500687,0.16375648898413583,"(0.0608, 0.263]",-2.213601294621186,"(-3.017, -1.869]"
4552,4552,1608,COP,ConocoPhillips,COP US,2018-07-26 07:00:00,ER,2018-07-25 00:00:00+00:00,2018-07-25,2018-07-26,71.51,71.8,2018,2018,1.0074999999999998,0.4025,600.4962779156326,0.47705000000000003,1.98,2.05,0.317014,4.2224889999999995,-183.77598,0.019512999999999947,71500.0,0.455346,0.499084,0.480936,0.50285,0.448064,-0.43417430634909354,"(-0.468, -0.368]",3.432209114322956,"(2.184, 3.869]"
4553,4553,2307,COP,ConocoPhillips,COP US,2018-10-25 07:00:00,ER,2018-10-24 00:00:00+00:00,2018-10-24,2018-10-25,65.69,68.02,2018,2018,,,,,,,,,,,,0.628705,0.650976,0.628103,0.760685,0.640438,-0.1546706375948963,"(-0.171, -0.0677]",-0.04921768149297344,"(-0.614, -0.0246]"
4554,4554,3034,COP,ConocoPhillips,COP US,2019-01-31 07:00:00,ER,2019-01-30 00:00:00+00:00,2019-01-30,2019-01-31,65.69,67.69,2019,2019,1.0150000000000001,1.1225,-105.911330049261,,,,,,,,,0.500603,0.517698,0.47115,0.562418,0.554926,-0.13701852319047922,"(-0.171, -0.0677]",-4.351694085878113,"(-27.842000000000002, -3.017]"
4555,4555,4085,COP,ConocoPhillips,COP US,2019-04-30 07:00:00,ER,2019-04-29 00:00:00+00:00,2019-04-29,2019-04-30,62.65,63.12,2019,2019,1.22,0.78,360.655737704918,,,,,,,,,0.459158,0.498798,0.453663,0.53131,0.468749,-0.3761304920117164,"(-0.468, -0.368]",1.1512063031601076,"(0.593, 1.279]"
4556,4556,4087,COP,ConocoPhillips,COP US,2019-04-30 07:00:00,ER,2019-04-29 00:00:00+00:00,2019-04-29,2019-04-30,62.65,63.12,2019,2019,,0.78,,,,,,,,,,0.459158,0.498798,0.453663,0.53131,0.468749,-0.3761304920117164,"(-0.468, -0.368]",1.1512063031601076,"(0.593, 1.279]"
4557,4557,5594,COP,ConocoPhillips,COP US,2019-07-30 07:00:00,ER,2019-07-29 00:00:00+00:00,2019-07-29,2019-07-30,58.19,59.51,2019,2019,0.9700000000000001,0.8875,85.05154639175271,,,,,,,,,0.374005,0.414646,0.374437,0.442135,0.381859,-0.47337640280836685,"(-0.586, -0.468]",1.7222724118064456,"(1.279, 2.184]"
4558,4558,5598,COP,ConocoPhillips,COP US,2019-07-30 07:00:00,ER,2019-07-29 00:00:00+00:00,2019-07-29,2019-07-30,58.19,59.51,2019,2019,,,,,,,,,,,,0.374005,0.414646,0.374437,0.442135,0.381859,-0.47337640280836685,"(-0.586, -0.468]",1.7222724118064456,"(1.279, 2.184]"
4559,4559,6322,COP,ConocoPhillips,COP US,2019-10-29 07:00:00,ER,2019-10-28 00:00:00+00:00,2019-10-28,2019-10-29,55.68,57.09,2019,2019,0.94,0.9824999999999999,-45.2127659574468,,,,,,,,,0.397978,0.403759,0.392031,0.415683,0.418575,-0.06142921053574608,"(-0.0677, 0.0608]",-2.231617571283524,"(-3.017, -1.869]"
4560,4560,7090,COP,ConocoPhillips,COP US,2020-02-04 07:00:00,ER,2020-02-03 00:00:00+00:00,2020-02-03,2020-02-04,59.18,56.49,2020,2020,1.08,1.325,-226.85185185185173,,,,,,,,,0.406244,0.470995,0.408029,0.488005,0.410127,-0.7022202824978604,"(-0.762, -0.586]",3.6649877732994924,"(2.184, 3.869]"
4561,4561,7852,COP,ConocoPhillips,COP US,2020-04-30 07:00:00,ER,2020-04-29 00:00:00+00:00,2020-04-29,2020-04-30,42.21,42.1,2020,2020,1.105,0.815,262.4434389140272,0.863915,2.0999999999999996,2.3200000000000003,0.282744,2.385402,-188.00239,0.23369499999999999,41500.0,,0.920857,,1.116501,,,,,
4562,4562,8623,COP,ConocoPhillips,COP US,2020-07-30 07:00:00,ER,2020-07-29 00:00:00+00:00,2020-07-29,2020-07-30,39.94,37.64,2020,2020,0.7225,1.21,-674.7404844290656,,,,,,,,,0.530473,0.647896,0.906564,0.654263,0.541739,-0.9640694493104619,"(-20.905, -0.762]",4.620247710244241,"(3.869, 452.588]"
4563,4563,9423,COP,ConocoPhillips,COP US,2020-10-29 07:00:00,ER,2020-10-28 00:00:00+00:00,2020-10-28,2020-10-29,28.79,29.16,2020,2020,0.6125,0.37,395.91836734693885,0.711122,1.13,1.32,0.523293,1.689765,-109.62057999999999,-0.08890199999999993,29000.0,0.700245,0.728131,0.788262,0.860932,0.725825,-0.1708832718630522,"(-0.171, -0.0677]",-0.8458034377432554,"(-1.159, -0.614]"
4564,4564,10759,COP,ConocoPhillips,COP US,2021-08-03 07:00:00,ER,2021-08-02 00:00:00+00:00,2021-08-02,2021-08-03,55.38,56.64,2021,2021,1.0725000000000002,0.905,156.17715617715632,,,,,,,,,0.480827,0.472145,0.491943,0.512231,0.49185,0.0785113339432756,"(0.0608, 0.263]",-1.647904187048902,"(-1.869, -1.159]"
4565,4565,11592,COP,ConocoPhillips,COP US,2021-11-02 07:00:00,ER,2021-11-01 00:00:00+00:00,2021-11-01,2021-11-02,74.59,73.03,2021,2021,1.2775,1.2349999999999999,33.2681017612526,,,,,,,,,0.416832,0.407822,0.439991,0.44613,0.407962,0.0982313990028479,"(0.0608, 0.263]",0.5644492109559267,"(-0.0246, 0.593]"
4566,4566,12337,COP,ConocoPhillips,COP US,2022-02-03 07:00:00,ER,2022-02-02 00:00:00+00:00,2022-02-02,2022-02-03,92.21,90.87,2022,2022,1.555,1.045,327.9742765273312,0.5708595000000001,3.01,3.21,0.204133,5.4310089999999995,-282.8162,0.06034499999999998,92000.0,0.577579,0.579032,0.599907,0.636315,0.574071,-0.01125758555997458,"(-0.0677, 0.0608]",0.38913192566772853,"(-0.0246, 0.593]"
4567,4567,13474,COP,ConocoPhillips,COP US,2022-05-05 07:00:00,ER,2022-05-04 00:00:00+00:00,2022-05-04,2022-05-05,103.86,102.86,2022,2022,1.9625,1.3875000000000002,292.9936305732483,,,,,,,,,0.614552,0.702224,0.603947,0.744232,0.623173,-0.6257452129665436,"(-0.762, -0.586]",2.981119591188965,"(2.184, 3.869]"
4568,4568,14348,COP,ConocoPhillips,COP US,2022-08-04 07:00:00,ER,2022-08-03 00:00:00+00:00,2022-08-03,2022-08-04,91.32,89.88,2022,2022,1.66,1.1475,308.73493975903614,,,,,,,,,0.628787,0.606454,0.63948,0.632286,0.646398,0.1536711397621894,"(0.0608, 0.263]",-2.3486234510317203,"(-3.017, -1.869]"
4569,4569,15161,COP,ConocoPhillips,COP US,2022-11-03 07:00:00,ER,2022-11-02 00:00:00+00:00,2022-11-02,2022-11-03,126.51,133.82001,2022,2022,2.1025,3.5824999999999996,-703.9239001189059,,,,,,,,,0.532711,0.593653,0.511057,0.635368,0.558608,-0.48523799802365836,"(-0.586, -0.468]",0.4319657799387157,"(-0.0246, 0.593]"
4570,4570,15781,COP,ConocoPhillips,COP US,2023-02-02 07:00:00,ER,2023-02-01 00:00:00+00:00,2023-02-01,2023-02-02,117.7,111.3,2023,2023,2.2024999999999997,3.535,-604.9943246311013,0.6319980000000001,4.31,4.5,0.144909,6.949457000000001,-400.5772,-0.02137600000000006,118000.0,0.616893,0.668189,0.626536,0.718679,0.639252,-0.3569083065833193,"(-0.368, -0.272]",0.2714264161864215,"(-0.0246, 0.593]"
4571,4571,16917,COP,ConocoPhillips,COP US,2023-05-04 07:05:00,ER,2023-05-03 00:00:00+00:00,2023-05-03,2023-05-04,96.09,97.36,2023,2023,,,,,,,,,,,,,,,,,,,,
4572,4572,17797,COP,ConocoPhillips,COP US,2023-08-03 07:00:00,ER,2023-08-02 00:00:00+00:00,2023-08-02,2023-08-03,115.59,114.99,2023,2023,,,,,,,,,,,,,,,,,,,,
4573,4573,18647,COP,ConocoPhillips,COP US,2023-11-02 07:00:00,ER,2023-11-01 00:00:00+00:00,2023-11-01,2023-11-02,116.67,122.02,2023,2023,,,,,,,,,,,,,,,,,,,,
4574,4574,19422,COP,ConocoPhillips,COP US,2024-02-08 07:03:00,ER,2024-02-07 00:00:00+00:00,2024-02-07,2024-02-08,,,2024,2024,,,,,,,,,,,,,,,,,,,,
4575,4575,263,COR,Cencora Inc,COR US,2018-02-06 06:30:00,ER,2018-02-05 00:00:00+00:00,2018-02-05,2018-02-06,102.25,101.84,2018,2018,,,,,,,,,,,,,,,,,,,,
4576,4576,1049,COR,Cencora Inc,COR US,2018-05-02 06:30:00,ER,2018-05-01 00:00:00+00:00,2018-05-01,2018-05-02,105.44,104.56,2018,2018,,,,,,,,,,,,,,,,,,,,
4577,4577,1804,COR,Cencora Inc,COR US,2018-08-02 06:30:00,ER,2018-08-01 00:00:00+00:00,2018-08-01,2018-08-02,112.47,112.98,2018,2018,,,,,,,,,,,,,,,,,,,,
4578,4578,2593,COR,Cencora Inc,COR US,2018-11-06 06:30:00,ER,2018-11-05 00:00:00+00:00,2018-11-05,2018-11-06,96.34,97.23,2018,2018,,,,,,,,,,,,,,,,,,,,
4579,4579,3021,COR,Cencora Inc,COR US,2019-01-31 06:30:00,ER,2019-01-30 00:00:00+00:00,2019-01-30,2019-01-31,97.43,98.79,2019,2019,,,,,,,,,,,,,,,,,,,,
4580,4580,4326,COR,Cencora Inc,COR US,2019-05-02 06:30:00,ER,2019-05-01 00:00:00+00:00,2019-05-01,2019-05-02,111.65,111.11,2019,2019,,,,,,,,,,,,,,,,,,,,
4581,4581,4327,COR,Cencora Inc,COR US,2019-05-02 06:30:00,ER,2019-05-01 00:00:00+00:00,2019-05-01,2019-05-02,111.65,111.11,2019,2019,,,,,,,,,,,,,,,,,,,,
4582,4582,5724,COR,Cencora Inc,COR US,2019-08-01 06:30:00,ER,2019-07-31 00:00:00+00:00,2019-07-31,2019-08-01,104.81,105.83,2019,2019,,,,,,,,,,,,,,,,,,,,
4583,4583,6647,COR,Cencora Inc,COR US,2019-11-07 06:30:00,ER,2019-11-06 00:00:00+00:00,2019-11-06,2019-11-07,117.81,113.81,2019,2019,,,,,,,,,,,,,,,,,,,,
4584,4584,7013,COR,Cencora Inc,COR US,2020-01-30 06:30:00,ER,2020-01-29 00:00:00+00:00,2020-01-29,2020-01-30,117.86,117.75,2020,2020,,,,,,,,,,,,,,,,,,,,
4585,4585,8100,COR,Cencora Inc,COR US,2020-05-07 06:30:00,ER,2020-05-06 00:00:00+00:00,2020-05-06,2020-05-07,122.07,120.11,2020,2020,,,,,,,,,,,,,,,,,,,,
4586,4586,8824,COR,Cencora Inc,COR US,2020-08-05 07:00:00,ER,2020-08-04 00:00:00+00:00,2020-08-04,2020-08-05,128.25999,128.0,2020,2020,,,,,,,,,,,,,,,,,,,,
4587,4587,9625,COR,Cencora Inc,COR US,2020-11-05 06:30:00,ER,2020-11-04 00:00:00+00:00,2020-11-04,2020-11-05,125.69,126.45,2020,2020,,,,,,,,,,,,,,,,,,,,
4588,4588,10811,COR,Cencora Inc,COR US,2021-08-04 06:30:00,ER,2021-08-03 00:00:00+00:00,2021-08-03,2021-08-04,139.98,139.28999,2021,2021,,,,,,,,,,,,,,,,,,,,
4589,4589,11716,COR,Cencora Inc,COR US,2021-11-04 06:30:00,ER,2021-11-03 00:00:00+00:00,2021-11-03,2021-11-04,151.85001,152.81,2021,2021,,,,,,,,,,,,,,,,,,,,
4590,4590,12299,COR,Cencora Inc,COR US,2022-02-02 06:30:00,ER,2022-02-01 00:00:00+00:00,2022-02-01,2022-02-02,,,2022,2022,,,,,,,,,,,,,,,,,,,,
4591,4591,13374,COR,Cencora Inc,COR US,2022-05-04 06:30:00,ER,2022-05-03 00:00:00+00:00,2022-05-03,2022-05-04,,,2022,2022,,,,,,,,,,,,,,,,,,,,
4592,4592,14236,COR,Cencora Inc,COR US,2022-08-03 06:30:00,ER,2022-08-02 00:00:00+00:00,2022-08-02,2022-08-03,,,2022,2022,,,,,,,,,,,,,,,,,,,,
4593,4593,15141,COR,Cencora Inc,COR US,2022-11-03 06:30:00,ER,2022-11-02 00:00:00+00:00,2022-11-02,2022-11-03,,,2022,2022,,,,,,,,,,,,,,,,,,,,
4594,4594,15749,COR,Cencora Inc,COR US,2023-02-01 06:30:00,ER,2023-01-31 00:00:00+00:00,2023-01-31,2023-02-01,,,2023,2023,,,,,,,,,,,,,,,,,,,,
4595,4595,16751,COR,Cencora Inc,COR US,2023-05-02 06:30:00,ER,2023-05-01 00:00:00+00:00,2023-05-01,2023-05-02,,,2023,2023,,,,,,,,,,,,,,,,,,,,
4596,4596,17678,COR,Cencora Inc,COR US,2023-08-02 06:30:00,ER,2023-08-01 00:00:00+00:00,2023-08-01,2023-08-02,,,2023,2023,,,,,,,,,,,,,,,,,,,,
4597,4597,18624,COR,Cencora Inc,COR US,2023-11-02 06:30:00,ER,2023-11-01 00:00:00+00:00,2023-11-01,2023-11-02,187.23,192.17999,2023,2023,,,,,,,,,,,,,,,,,,,,
4598,4598,19242,COR,Cencora Inc,COR US,2024-01-31 06:30:00,ER,2024-01-30 00:00:00+00:00,2024-01-30,2024-01-31,,,2024,2024,,,,,,,,,,,,,,,,,,,,
4599,4599,617,COST,Costco Wholesale Corp,COST US,2018-03-07 16:15:00,ER,2018-03-08 00:00:00+00:00,2018-03-07,2018-03-08,187.36,185.69,2018,2018,3.525,1.2675,640.4255319148937,,,,,,,,,0.625503,0.627156,,0.620238,0.657126,-0.01118843783384019,"(-0.0677, 0.0608]",-2.4723676112343758,"(-3.017, -1.869]"
4600,4600,1367,COST,Costco Wholesale Corp,COST US,2018-05-31 16:15:00,ER,2018-06-01 00:00:00+00:00,2018-05-31,2018-06-01,198.24001,197.13,2018,2018,2.9025,,,,,,,,,,,0.688368,0.70825,0.681651,0.710673,0.692132,-0.12776632145313366,"(-0.171, -0.0677]",0.4708136080978836,"(-0.0246, 0.593]"
4601,4601,2128,COST,Costco Wholesale Corp,COST US,2018-10-04 16:15:00,ER,2018-10-05 00:00:00+00:00,2018-10-04,2018-10-05,231.67999,218.82001,2018,2018,3.13,,,,,,,,,,,0.624957,0.648101,0.62316,0.706071,0.654474,-0.15728643643597795,"(-0.171, -0.0677]",-1.4464765552183858,"(-1.869, -1.159]"
4602,4602,2821,COST,Costco Wholesale Corp,COST US,2018-12-13 16:15:00,ER,2018-12-14 00:00:00+00:00,2018-12-13,2018-12-14,226.50999,207.06,2018,2018,4.1875,,,,,,,,,,,0.842904,0.935983,0.797888,0.994484,0.88503,-0.46777711060642024,"(-0.468, -0.368]",0.26307857033095594,"(-0.0246, 0.593]"
4603,4603,3492,COST,Costco Wholesale Corp,COST US,2019-03-07 16:15:00,ER,2019-03-08 00:00:00+00:00,2019-03-07,2019-03-08,216.78999,227.82001,2019,2019,4.1375,,,,,,,,,,,0.85274,0.932775,0.811691,0.972655,0.907252,-0.3923713290243503,"(-0.468, -0.368]",-0.8428215641299147,"(-1.159, -0.614]"
4604,4604,4988,COST,Costco Wholesale Corp,COST US,2019-05-30 16:15:00,ER,2019-05-31 00:00:00+00:00,2019-05-30,2019-05-31,241.53999,239.58,2019,2019,4.3375,,,,,,,,,,,0.80471,0.903006,0.788892,0.925719,0.847056,-0.5161417294724312,"(-0.586, -0.468]",0.42362817712169937,"(-0.0246, 0.593]"
4605,4605,4992,COST,Costco Wholesale Corp,COST US,2019-05-30 16:15:00,ER,2019-05-31 00:00:00+00:00,2019-05-30,2019-05-31,241.53999,239.58,2019,2019,,,,,,,,,,,,0.80471,0.903006,0.788892,0.925719,0.847056,-0.5161417294724312,"(-0.586, -0.468]",0.42362817712169937,"(-0.0246, 0.593]"
4606,4606,6102,COST,Costco Wholesale Corp,COST US,2019-10-03 16:15:00,ER,2019-10-04 00:00:00+00:00,2019-10-03,2019-10-04,289.0,291.67001,2019,2019,6.325,,,1.0443295,12.4,12.9,0.050466,12.063215,-2298.02,-0.027901999999999982,290000.0,0.977926,1.115158,0.958735,1.197158,1.038981,-0.5874799342817631,"(-0.762, -0.586]",0.38391224728845486,"(-0.0246, 0.593]"
4607,4607,6831,COST,Costco Wholesale Corp,COST US,2019-12-12 16:15:00,ER,2019-12-13 00:00:00+00:00,2019-12-12,2019-12-13,297.34,291.87,2019,2019,4.7875,,,1.059215,46.65,48.64,0.000716,0.184319,-35.52437,0.003977,345.0,0.780854,0.751505,0.79213,0.74723,0.788694,0.16551220397264377,"(0.0608, 0.263]",-1.5059623145351657,"(-1.869, -1.159]"
4608,4608,7519,COST,Costco Wholesale Corp,COST US,2020-03-05 16:15:00,ER,2020-03-06 00:00:00+00:00,2020-03-05,2020-03-06,315.76001,311.34,2020,2020,7.5874999999999995,,,1.151289,14.2,16.15,0.041882,13.155398,-2763.039,0.05631900000000001,315000.0,1.138943,1.155338,1.16102,1.243025,1.196558,-0.060942871971103554,"(-0.0677, 0.0608]",-2.1787497517880516,"(-3.017, -1.869]"
4609,4609,8308,COST,Costco Wholesale Corp,COST US,2020-05-28 16:15:00,ER,2020-05-29 00:00:00+00:00,2020-05-28,2020-05-29,309.56,308.47,2020,2020,4.05,,,0.6254965,7.949999999999999,8.25,0.07924400000000001,12.924392000000001,-1474.7404,-0.02174499999999996,310000.0,0.684252,0.59194,0.805287,0.618244,0.678824,0.6048479629476857,"(0.263, 11.769]",-3.16516409083945,"(-27.842000000000002, -3.017]"
4610,4610,9132,COST,Costco Wholesale Corp,COST US,2020-09-24 16:15:00,ER,2020-09-25 00:00:00+00:00,2020-09-24,2020-09-25,347.0,342.57999,2020,2020,6.775,,,0.933967,13.2,13.9,0.047023999999999996,14.492844999999999,-2469.2110000000002,-0.003960000000000075,347500.0,1.00157,0.866246,1.145023,0.833986,0.944249,0.637431532572447,"(0.263, 11.769]",-0.5777451907282949,"(-0.614, -0.0246]"
4611,4611,9916,COST,Costco Wholesale Corp,COST US,2020-12-10 16:15:00,ER,2020-12-11 00:00:00+00:00,2020-12-10,2020-12-11,372.79001,375.10001,2020,2020,4.6,,,,,,,,,,,0.639215,0.567275,0.749768,0.58508,0.607592,0.5266276251168548,"(0.263, 11.769]",-0.3774313127888432,"(-0.614, -0.0246]"
4612,4612,10308,COST,Costco Wholesale Corp,COST US,2021-05-27 16:15:00,ER,2021-05-28 00:00:00+00:00,2021-05-27,2021-05-28,387.5,378.26999,2021,2021,3.85,,,,,,,,,,,0.454057,0.512398,0.476924,0.511742,0.429394,-0.6043146848814844,"(-0.762, -0.586]",6.613890178018322,"(3.869, 452.588]"
4613,4613,11218,COST,Costco Wholesale Corp,COST US,2021-09-23 16:15:00,ER,2021-09-24 00:00:00+00:00,2021-09-23,2021-09-24,452.78,467.75,2021,2021,5.2625,,,0.5566245000000001,10.25,10.8,0.060563000000000006,18.898826999999997,-1918.9928,0.02864300000000003,452500.0,0.526371,0.598271,0.551425,0.626313,0.529856,-0.603554210955429,"(-0.762, -0.586]",3.23234631484782,"(2.184, 3.869]"
4614,4614,12068,COST,Costco Wholesale Corp,COST US,2021-12-09 16:15:00,ER,2021-12-10 00:00:00+00:00,2021-12-09,2021-12-10,524.33002,558.82001,2021,2021,8.649999999999999,,,,,,,,,,,0.823764,0.826118,0.945342,0.982703,0.794315,-0.013181321264233778,"(-0.0677, 0.0608]",2.034032316650196,"(1.279, 2.184]"
4615,4615,12845,COST,Costco Wholesale Corp,COST US,2022-03-03 16:15:00,ER,2022-03-04 00:00:00+00:00,2022-03-03,2022-03-04,533.04999,525.5,2022,2022,11.15,,,1.0020745,21.8,22.8,0.028509,22.239919999999998,-4065.486,0.036785999999999985,532500.0,0.972855,1.067044,1.04886,1.179188,0.990519,-0.42294376402673783,"(-0.468, -0.368]",1.5674552989897204,"(1.279, 2.184]"
4616,4616,13768,COST,Costco Wholesale Corp,COST US,2022-05-26 16:15:00,ER,2022-05-27 00:00:00+00:00,2022-05-26,2022-05-27,464.98999,470.76001,2022,2022,17.012500000000003,,,1.7525765,33.650000000000006,34.4,0.018682999999999998,19.400469,-6202.392,0.03657300000000002,465000.0,1.675095,1.902019,1.700388,2.171982,1.777038,-0.5679746675085168,"(-0.586, -0.468]",0.3419624326547927,"(-0.0246, 0.593]"
4617,4617,14698,COST,Costco Wholesale Corp,COST US,2022-09-22 16:15:00,ER,2022-09-23 00:00:00+00:00,2022-09-22,2022-09-23,487.17001,466.39999,2022,2022,10.425,,,,,,,,,,,0.978306,1.079964,0.967648,1.242714,1.035481,-0.4366612737462103,"(-0.468, -0.368]",-0.32330935246519055,"(-0.614, -0.0246]"
4618,4618,15526,COST,Costco Wholesale Corp,COST US,2022-12-08 16:15:00,ER,2022-12-09 00:00:00+00:00,2022-12-08,2022-12-09,481.42001,483.01999,2022,2022,9.075,,,,,,,,,,,0.88508,0.897327,0.919851,0.907113,0.89129,-0.061116142445219894,"(-0.0677, 0.0608]",-0.005119852012253204,"(-0.0246, 0.593]"
4619,4619,16306,COST,Costco Wholesale Corp,COST US,2023-03-02 16:15:00,ER,2023-03-03 00:00:00+00:00,2023-03-02,2023-03-03,485.69,475.26001,2023,2023,,,,,,,,,,,,,,,,,,,,
4620,4620,17233,COST,Costco Wholesale Corp,COST US,2023-05-25 16:15:00,ER,2023-05-26 00:00:00+00:00,2023-05-25,2023-05-26,486.54999,507.26001,2023,2023,,,,,,,,,,,,,,,,,,,,
